user_id,age,gender,height_cm,weight_kg,fitness_level,goal,workout_frequency,preferred_type,equipment_access,preferred_bodypart,time_per_session
user_499,55,Female,197,85,Expert,General health,1,HIIT High Intensity Interval Training,Dumbbell,Hamstrings,73
user_500,54,Female,152,73,Beginner,Sports performance,2,Bodyweight training,"Bands, Dumbbell",No specific focus,54
user_501,22,Female,173,58,Expert,Body recomposition,4,Bodyweight training,"Full gym, Bodyweight",Abs,57
user_502,25,Male,173,90,Expert,Improve flexibility,2,Cardio rowing,"Machine, Barbell",Chest,71
user_503,31,Male,176,88,Intermediate,Lose fat,3,Zumba,"Minimal equipment, Kettlebells",Calves,87
user_504,25,Female,166,86,Expert,Improve mobility,2,Functional training,"Machine, Kettlebells, Bodyweight",Forearms,79
user_505,41,Other,197,98,Expert,Wellness,4,Powerlifting,Cable,Glutes,55
user_506,41,Male,198,51,Expert,Body recomposition,4,HIIT High Intensity Interval Training,Bands,Arms,50
user_507,57,Male,157,87,Beginner,Sports performance,5,Olympic weightlifting,Kettlebells,Back,55
user_508,18,Other,194,57,Beginner,Weight loss,2,Zumba,"Machine, Cable, Barbell",No specific focus,51
user_509,29,Other,167,97,Intermediate,General health,2,Zumba,"Body Only, Full gym",Upper body,78
user_510,26,Other,186,70,Intermediate,Improve cardio,3,Calisthenics,"Bodyweight, Cable, None",Abs,24
user_511,23,Male,196,99,Intermediate,Tone body,2,Zumba,"Bodyweight, Kettlebells, Barbell",Glutes,49
user_512,32,Male,188,59,Beginner,Build muscle,2,Strength training,"Machine, Kettlebells",Shoulders,32
user_513,24,Female,192,93,Expert,Improve flexibility,5,No preference,Bands,Core,69
user_514,23,Other,155,96,Beginner,Improve mobility,2,Calisthenics,"Dumbbell, Bodyweight",Upper body,62
user_515,27,Female,197,98,Expert,Increase endurance,5,Cardio running,"Bands, Minimal equipment",Chest,25
user_516,18,Other,156,76,Expert,Increase endurance,1,Strength training,"Home gym, Bodyweight, Minimal equipment",Arms,87
user_517,28,Other,150,91,Intermediate,Wellness,4,Powerlifting,"Cable, Body Only, Home gym",Chest,71
user_518,54,Other,192,55,Beginner,General health,1,Swimming,"Dumbbell, Full gym",Quads,60
user_519,46,Male,173,84,Beginner,Weight loss,1,Yoga,"Barbell, Bodyweight, Dumbbell",Upper body,23
user_520,36,Female,160,80,Expert,Build muscle,2,Circuit training,"Cable, None, Barbell",Forearms,68
user_521,33,Other,181,95,Expert,Lose fat,5,Cardio cycling,"Dumbbell, Cable",Core,71
user_522,44,Other,159,57,Expert,Build muscle,5,HIIT High Intensity Interval Training,Full gym,Lower body,84
user_523,42,Female,150,53,Beginner,Build muscle,1,Powerlifting,Kettlebells,Triceps,73
user_524,47,Male,174,61,Expert,Increase endurance,2,No preference,"Dumbbell, Machine, Outdoor park",Hamstrings,44
user_525,41,Male,156,52,Intermediate,Wellness,4,HIIT High Intensity Interval Training,Bodyweight,Arms,43
user_526,31,Female,183,70,Intermediate,Body recomposition,1,Powerlifting,Machine,Forearms,88
user_527,21,Other,160,99,Intermediate,Improve cardio,4,Dance,"Dumbbell, Body Only",Core,69
user_528,34,Other,165,61,Intermediate,Increase endurance,4,Cardio cycling,Barbell,Glutes,43
user_529,53,Other,157,64,Expert,General health,3,Bodyweight training,"None, Bodyweight, Body Only",Biceps,41
user_530,37,Female,187,90,Expert,Wellness,5,Cardio running,Minimal equipment,Legs,34
user_531,36,Other,176,98,Beginner,Build muscle,4,Pilates,"Outdoor park, Bands, Cable",Triceps,21
user_532,24,Male,171,85,Intermediate,Gain mass,2,Pilates,"Body Only, Bodyweight",Calves,29
user_533,58,Other,190,78,Intermediate,General health,5,Functional training,"Bands, Home gym, Outdoor park",Lower body,23
user_534,32,Other,162,77,Beginner,Prepare for event,2,Dance,Kettlebells,Arms,82
user_535,54,Other,193,83,Intermediate,Lose fat,1,Olympic weightlifting,None,Biceps,33
user_536,28,Other,151,62,Intermediate,Sports performance,3,Cardio rowing,"Bands, Full gym, Dumbbell",Arms,23
user_537,35,Male,195,57,Expert,Improve strength,3,HIIT High Intensity Interval Training,"Minimal equipment, Dumbbell, Machine",Biceps,21
user_538,55,Female,175,64,Intermediate,Lose fat,2,Dance,"Full gym, Body Only",Back,80
user_539,37,Male,151,97,Intermediate,Rehabilitation,2,Functional training,Bands,Forearms,51
user_540,18,Other,179,77,Expert,Sports performance,3,Powerlifting,"Body Only, Kettlebells, Home gym",Chest,62
user_541,49,Male,165,82,Expert,Build muscle,1,Olympic weightlifting,Bodyweight,Chest,33
user_542,49,Female,199,90,Expert,Improve flexibility,2,No preference,"Full gym, Body Only",Core,85
user_543,46,Other,199,60,Beginner,Wellness,1,Bodyweight training,Minimal equipment,Upper body,83
user_544,44,Female,199,93,Expert,Improve flexibility,4,No preference,Outdoor park,Shoulders,27
user_545,28,Male,188,64,Beginner,Improve cardio,1,Cardio rowing,"Cable, Machine, Bodyweight",No specific focus,68
user_546,18,Other,196,72,Beginner,Increase endurance,2,Pilates,"Home gym, Kettlebells, Barbell",No specific focus,29
user_547,36,Other,158,76,Beginner,Rehabilitation,5,Bodyweight training,"Body Only, Minimal equipment",Core,79
user_548,58,Other,178,61,Intermediate,Improve strength,5,Circuit training,"Full gym, Dumbbell",Full body,85
user_549,28,Female,154,92,Beginner,Build muscle,4,Pilates,Outdoor park,Forearms,28
user_550,49,Male,154,81,Beginner,Prepare for event,5,CrossFit,Bands,Calves,44
user_551,43,Female,159,69,Intermediate,Sports performance,3,Cardio running,Full gym,Lower body,62
user_552,57,Female,170,66,Intermediate,Weight loss,1,Swimming,"Bodyweight, Outdoor park, Full gym",Forearms,33
user_553,49,Female,172,55,Intermediate,Prepare for event,1,HIIT High Intensity Interval Training,"Bodyweight, Barbell",Abs,48
user_554,56,Other,152,98,Intermediate,Prepare for event,5,CrossFit,"Minimal equipment, Cable, Home gym",Glutes,32
user_555,47,Female,153,97,Beginner,Prepare for event,2,Cardio cycling,"None, Minimal equipment",Arms,57
user_556,37,Other,168,53,Beginner,Tone body,3,CrossFit,Minimal equipment,Arms,73
user_557,56,Female,193,54,Expert,Tone body,1,Circuit training,Dumbbell,Glutes,37
user_558,21,Female,197,72,Expert,Prepare for event,5,Swimming,Bodyweight,Calves,54
user_559,18,Other,170,90,Intermediate,Tone body,5,No preference,"None, Barbell",Legs,52
user_560,56,Other,152,62,Intermediate,Gain mass,4,Olympic weightlifting,"Outdoor park, Bodyweight, Minimal equipment",Quads,49
user_561,25,Other,166,61,Intermediate,Improve flexibility,4,Cardio running,"None, Dumbbell, Outdoor park",Hamstrings,39
user_562,42,Female,197,99,Beginner,Build muscle,4,Yoga,"Machine, Minimal equipment",Quads,31
user_563,40,Other,167,99,Beginner,Improve strength,1,Martial arts,"Home gym, Machine",Back,45
user_564,21,Female,169,74,Beginner,Weight loss,4,Functional training,"Dumbbell, Cable, Bodyweight",Upper body,30
user_565,38,Female,168,62,Beginner,Rehabilitation,2,Swimming,Cable,Arms,61
user_566,24,Other,185,73,Expert,Weight loss,3,Calisthenics,"None, Bands, Outdoor park",Arms,85
user_567,40,Male,174,81,Intermediate,Gain mass,5,Functional training,"Body Only, Kettlebells, Full gym",Chest,72
user_568,46,Other,198,51,Beginner,Lose fat,3,Olympic weightlifting,"Kettlebells, Machine",Calves,81
user_569,31,Other,170,74,Expert,Increase endurance,1,Cardio running,"Minimal equipment, Home gym",Triceps,67
user_570,41,Male,181,83,Intermediate,Build muscle,5,Calisthenics,"Bodyweight, Body Only, Home gym",Forearms,55
user_571,49,Other,192,87,Expert,Improve cardio,1,Calisthenics,"Full gym, Bodyweight",Lower body,61
user_572,39,Male,174,53,Expert,Prepare for event,1,Dance,None,Quads,58
user_573,37,Other,185,78,Expert,General health,4,CrossFit,"Body Only, Full gym",Quads,81
user_574,40,Other,181,55,Expert,Increase endurance,2,Dance,"Cable, Bodyweight, None",Abs,45
user_575,41,Other,171,51,Intermediate,Improve flexibility,5,Pilates,"Full gym, Home gym",Glutes,35
user_576,58,Other,191,71,Beginner,Prepare for event,5,Cardio rowing,Bodyweight,Glutes,55
user_577,52,Other,153,80,Expert,Injury recovery,1,HIIT High Intensity Interval Training,"Outdoor park, Bodyweight, Cable",Calves,55
user_578,59,Female,173,64,Intermediate,Gain mass,1,Bodyweight training,"Dumbbell, Machine, Full gym",Upper body,72
user_579,55,Female,172,53,Expert,Injury recovery,2,CrossFit,Barbell,Triceps,40
user_580,27,Male,198,60,Intermediate,Rehabilitation,1,No preference,Body Only,Back,32
user_581,48,Female,168,55,Expert,Sports performance,5,CrossFit,Minimal equipment,Triceps,77
user_582,51,Female,184,88,Beginner,Body recomposition,1,Cardio cycling,"Body Only, Outdoor park",Quads,33
user_583,28,Other,163,74,Beginner,Rehabilitation,2,Functional training,None,Upper body,54
user_584,54,Female,158,90,Expert,Wellness,2,Circuit training,"Barbell, Bodyweight, Outdoor park",Forearms,24
user_585,54,Male,162,51,Intermediate,Weight loss,4,HIIT High Intensity Interval Training,None,Biceps,39
user_586,30,Male,150,83,Beginner,Gain mass,5,Dance,"Machine, Barbell, Bands",Abs,35
user_587,28,Female,155,94,Expert,Body recomposition,4,Circuit training,Barbell,Quads,21
user_588,49,Other,183,71,Intermediate,Improve flexibility,2,Bodyweight training,"Barbell, Cable",Chest,82
user_589,19,Other,171,74,Expert,Improve flexibility,4,Cardio running,"Outdoor park, Bands, Dumbbell",Forearms,23
user_590,30,Male,154,66,Expert,Improve flexibility,4,Functional training,"None, Bodyweight",Chest,55
user_591,34,Female,174,86,Expert,Lose fat,4,CrossFit,Cable,Back,76
user_592,19,Female,191,99,Beginner,Increase endurance,3,Powerlifting,"Bands, Barbell",Chest,36
user_593,49,Female,179,63,Beginner,Weight loss,2,Zumba,"None, Dumbbell",Arms,28
user_594,49,Male,166,53,Expert,Improve flexibility,4,Olympic weightlifting,Machine,Legs,39
user_595,50,Female,154,65,Beginner,Lose fat,5,CrossFit,"Home gym, Cable",Glutes,25
user_596,19,Other,167,58,Intermediate,Improve flexibility,3,Olympic weightlifting,None,Upper body,79
user_597,28,Other,176,58,Intermediate,General health,2,HIIT High Intensity Interval Training,"Machine, Outdoor park",Full body,35
user_598,30,Female,199,81,Expert,Wellness,4,Yoga,"Bands, Barbell, Kettlebells",Shoulders,53
user_599,23,Male,155,66,Expert,Tone body,2,Yoga,Dumbbell,Quads,75
user_600,22,Other,195,69,Intermediate,General health,4,Cardio running,Kettlebells,No specific focus,25
user_601,37,Male,185,67,Expert,Wellness,3,Strength training,Bands,Lower body,71
user_602,49,Male,157,55,Expert,Tone body,2,Dance,"Bodyweight, Bands",Chest,75
user_603,19,Other,167,55,Intermediate,Gain mass,1,Olympic weightlifting,"Barbell, Machine",Legs,75
user_604,29,Female,197,87,Intermediate,Improve flexibility,4,CrossFit,"Full gym, Bands",Lower body,84
user_605,58,Male,167,56,Intermediate,General health,4,CrossFit,"Barbell, Outdoor park",Upper body,25
user_606,41,Other,152,57,Intermediate,Weight loss,2,Dance,Bodyweight,Calves,32
user_607,43,Male,179,87,Beginner,Lose fat,5,CrossFit,"Bodyweight, Dumbbell",Arms,42
user_608,54,Female,179,67,Expert,Build muscle,5,Yoga,"Bands, Outdoor park",Lower body,36
user_609,28,Female,152,78,Beginner,Improve mobility,5,Calisthenics,"Home gym, Machine, None",Quads,73
user_610,18,Other,166,58,Beginner,Increase endurance,3,Pilates,"Home gym, Body Only, Machine",Upper body,79
user_611,53,Male,177,69,Intermediate,Wellness,2,HIIT High Intensity Interval Training,Dumbbell,Lower body,24
user_612,53,Female,168,57,Beginner,Sports performance,2,Martial arts,Cable,Lower body,51
user_613,29,Female,195,57,Beginner,Wellness,5,Circuit training,"Dumbbell, Machine",Shoulders,35
user_614,29,Female,181,99,Expert,Injury recovery,5,Powerlifting,"Bands, Home gym, Minimal equipment",Glutes,44
user_615,58,Other,157,91,Expert,Injury recovery,4,Strength training,Bodyweight,Full body,27
user_616,46,Female,197,93,Beginner,Injury recovery,1,Zumba,Outdoor park,Biceps,78
user_617,53,Female,160,66,Expert,Gain mass,3,Swimming,"None, Full gym, Bands",Core,71
user_618,22,Other,181,52,Beginner,Build muscle,5,Pilates,"Full gym, Body Only, Minimal equipment",Core,82
user_619,20,Other,163,67,Beginner,Tone body,3,Cardio rowing,Bodyweight,Biceps,39
user_620,29,Other,167,96,Beginner,Body recomposition,4,Cardio rowing,"Full gym, Bands, None",Legs,47
user_621,35,Male,173,66,Beginner,Tone body,1,Zumba,Home gym,Core,37
user_622,36,Female,172,84,Beginner,Gain mass,2,Martial arts,"Minimal equipment, Outdoor park",Abs,73
user_623,49,Female,171,93,Beginner,Injury recovery,1,Dance,Outdoor park,Glutes,72
user_624,20,Male,184,72,Intermediate,Gain mass,2,Swimming,Outdoor park,Triceps,60
user_625,55,Female,175,77,Beginner,Lose fat,1,Olympic weightlifting,Bodyweight,Forearms,76
user_626,57,Other,155,50,Intermediate,General health,3,Cardio cycling,Body Only,Hamstrings,67
user_627,29,Other,167,78,Expert,Gain mass,4,Cardio running,"Cable, Barbell",Full body,53
user_628,26,Other,177,61,Beginner,Tone body,2,Dance,Home gym,Full body,41
user_629,58,Female,162,68,Beginner,Improve mobility,2,Circuit training,"Dumbbell, Bands, Minimal equipment",Biceps,78
user_630,49,Female,182,61,Intermediate,Improve flexibility,4,Cardio rowing,"Dumbbell, Outdoor park, Full gym",Abs,46
user_631,46,Other,192,62,Expert,Improve mobility,3,Cardio cycling,"Full gym, Bodyweight, Machine",Quads,74
user_632,33,Female,182,60,Beginner,Increase endurance,3,Bodyweight training,Outdoor park,Glutes,83
user_633,35,Male,157,55,Intermediate,Gain mass,3,Swimming,Bodyweight,No specific focus,22
user_634,37,Female,152,91,Intermediate,Improve mobility,2,Martial arts,Kettlebells,Quads,59
user_635,29,Male,157,94,Intermediate,Weight loss,3,Powerlifting,"Bands, Kettlebells, Barbell",Biceps,21
user_636,43,Male,158,77,Intermediate,Prepare for event,2,Yoga,"Dumbbell, Home gym",Full body,54
user_637,33,Male,166,89,Intermediate,Body recomposition,4,Pilates,Cable,Core,63
user_638,21,Other,192,84,Expert,Improve flexibility,4,Dance,Bodyweight,Full body,79
user_639,30,Female,156,78,Intermediate,Increase endurance,2,Pilates,"None, Kettlebells, Full gym",Shoulders,65
user_640,35,Female,150,81,Intermediate,Sports performance,4,Zumba,"Full gym, None, Machine",Shoulders,49
user_641,28,Other,161,86,Beginner,Body recomposition,1,CrossFit,"Outdoor park, Barbell",Forearms,87
user_642,26,Other,199,72,Beginner,Weight loss,2,Cardio cycling,"Barbell, Body Only",Shoulders,71
user_643,28,Other,169,59,Expert,Improve strength,5,Functional training,Minimal equipment,Triceps,57
user_644,48,Male,159,84,Intermediate,Sports performance,3,Yoga,Barbell,Lower body,42
user_645,36,Other,174,64,Intermediate,Sports performance,4,Yoga,"Kettlebells, Outdoor park",Triceps,66
user_646,58,Female,155,83,Intermediate,Tone body,2,Functional training,Dumbbell,Core,76
user_647,56,Other,156,86,Expert,Increase endurance,3,Martial arts,None,Calves,70
user_648,18,Male,169,66,Intermediate,Injury recovery,2,Dance,"Kettlebells, Bodyweight",Calves,82
user_649,32,Female,186,83,Beginner,Injury recovery,2,No preference,Dumbbell,No specific focus,68
user_650,39,Female,162,71,Intermediate,Prepare for event,3,Zumba,Bands,Glutes,72
user_651,46,Female,158,68,Beginner,Sports performance,4,CrossFit,"None, Bands",Glutes,75
user_652,34,Male,156,95,Expert,Improve strength,2,Cardio cycling,"Cable, Minimal equipment, Body Only",Back,78
user_653,42,Other,153,60,Beginner,Wellness,4,Functional training,"Body Only, Kettlebells, Cable",Abs,75
user_654,22,Other,186,81,Intermediate,Increase endurance,5,CrossFit,"Bands, Cable, Full gym",Glutes,25
user_655,25,Female,152,66,Expert,Improve cardio,2,Calisthenics,"Bands, Machine",Biceps,68
user_656,28,Other,188,71,Intermediate,Build muscle,5,Calisthenics,"Barbell, Cable",Legs,22
user_657,46,Other,198,87,Intermediate,Improve flexibility,4,Calisthenics,"Barbell, Body Only, Minimal equipment",Biceps,71
user_658,29,Male,159,75,Intermediate,Improve flexibility,5,Yoga,"Outdoor park, Home gym",Full body,39
user_659,30,Female,199,87,Intermediate,Improve cardio,5,Cardio cycling,Cable,Upper body,73
user_660,19,Other,199,57,Intermediate,Sports performance,1,Martial arts,"Bands, Outdoor park",Lower body,37
user_661,27,Other,158,70,Intermediate,Tone body,5,Martial arts,"None, Body Only, Full gym",Upper body,44
user_662,52,Other,172,53,Beginner,Gain mass,1,Yoga,Home gym,Quads,64
user_663,51,Male,161,93,Intermediate,Body recomposition,4,Dance,"Bands, Body Only",Upper body,40
user_664,50,Female,192,79,Intermediate,Tone body,1,Yoga,"Full gym, Bodyweight",Forearms,36
user_665,38,Female,189,69,Expert,Gain mass,1,Cardio cycling,"Barbell, Minimal equipment, Full gym",Lower body,77
user_666,26,Other,198,69,Expert,Improve flexibility,5,Powerlifting,"None, Dumbbell",No specific focus,75
user_667,38,Female,168,65,Intermediate,Weight loss,5,Olympic weightlifting,"Home gym, Cable, Minimal equipment",Triceps,29
user_668,20,Male,193,87,Intermediate,Improve mobility,3,Pilates,"Machine, None",Upper body,35
user_669,36,Male,168,66,Expert,Injury recovery,3,Cardio rowing,"Kettlebells, Home gym",Abs,30
user_670,28,Male,171,68,Beginner,General health,1,Zumba,"Dumbbell, Minimal equipment",Full body,67
user_671,57,Other,177,79,Intermediate,Wellness,2,Dance,Body Only,Shoulders,32
user_672,20,Female,186,98,Expert,Increase endurance,1,Cardio running,"Home gym, Full gym",Full body,53
user_673,46,Other,196,87,Intermediate,Prepare for event,4,Pilates,"Bodyweight, Kettlebells, Minimal equipment",Core,78
user_674,26,Female,161,71,Expert,Improve mobility,3,Powerlifting,Machine,Chest,77
user_675,34,Female,152,50,Beginner,Lose fat,3,Dance,"Barbell, Machine, Minimal equipment",Legs,29
user_676,40,Male,159,58,Beginner,Tone body,4,Martial arts,"Barbell, Dumbbell",Quads,23
user_677,44,Female,176,85,Expert,Lose fat,5,Martial arts,"Body Only, Bands, Cable",Arms,87
user_678,46,Male,158,61,Beginner,Injury recovery,4,Calisthenics,"Home gym, Machine",Upper body,68
user_679,39,Other,187,68,Intermediate,General health,4,Cardio rowing,"None, Barbell",Chest,72
user_680,23,Male,198,61,Expert,Build muscle,3,Martial arts,None,Triceps,58
user_681,39,Female,191,99,Expert,Prepare for event,2,Cardio rowing,"Dumbbell, Outdoor park, Body Only",Forearms,52
user_682,57,Female,180,58,Intermediate,Sports performance,2,Calisthenics,"Bands, Body Only",Quads,63
user_683,50,Other,187,65,Intermediate,Tone body,2,Functional training,Full gym,Biceps,31
user_684,40,Male,197,55,Expert,Build muscle,4,No preference,Barbell,No specific focus,36
user_685,21,Male,190,88,Intermediate,Gain mass,2,Circuit training,"Outdoor park, Machine",Upper body,46
user_686,54,Male,187,96,Intermediate,Tone body,5,Swimming,"Barbell, Outdoor park",Hamstrings,67
user_687,20,Other,162,92,Expert,Wellness,5,Cardio running,Barbell,Legs,34
user_688,44,Female,195,67,Beginner,Lose fat,4,Martial arts,"Cable, Bands",Shoulders,40
user_689,53,Female,192,74,Beginner,Improve strength,2,Circuit training,"Cable, Machine",Full body,59
user_690,51,Male,198,65,Intermediate,Injury recovery,3,Strength training,Bodyweight,Glutes,81
user_691,23,Male,168,54,Expert,Weight loss,1,Powerlifting,Bodyweight,Quads,58
user_692,50,Other,159,77,Expert,General health,2,Powerlifting,"Bands, Outdoor park, Barbell",Chest,35
user_693,42,Female,172,61,Intermediate,Rehabilitation,5,Martial arts,Minimal equipment,Shoulders,28
user_694,25,Other,170,67,Beginner,Weight loss,5,Cardio running,Bands,Legs,30
user_695,39,Male,160,95,Beginner,Improve cardio,5,Yoga,Bodyweight,Triceps,88
user_696,37,Male,188,69,Beginner,Sports performance,4,Pilates,Outdoor park,Lower body,32
user_697,48,Other,168,84,Beginner,Injury recovery,3,Powerlifting,"Minimal equipment, Outdoor park",Biceps,65
user_698,50,Other,159,73,Beginner,Gain mass,4,Olympic weightlifting,"Minimal equipment, Body Only",Lower body,26
user_699,25,Female,187,50,Beginner,Lose fat,4,No preference,Outdoor park,Quads,43
user_700,18,Female,170,79,Expert,Increase endurance,5,Olympic weightlifting,"None, Cable, Full gym",Quads,29
user_701,50,Other,162,64,Intermediate,Weight loss,2,Cardio running,"Outdoor park, Body Only",Full body,87
user_702,39,Female,170,88,Beginner,Weight loss,3,Calisthenics,Minimal equipment,Abs,48
user_703,59,Female,159,73,Intermediate,Build muscle,3,Circuit training,"Outdoor park, Body Only",Shoulders,79
user_704,56,Female,150,78,Expert,Body recomposition,1,Martial arts,Minimal equipment,Upper body,57
user_705,53,Other,199,62,Beginner,General health,2,Martial arts,Home gym,Biceps,86
user_706,43,Male,194,76,Expert,Improve flexibility,2,Dance,"Home gym, Bands",Back,39
user_707,30,Female,175,82,Intermediate,Sports performance,1,Yoga,"Machine, Full gym",Hamstrings,61
user_708,21,Other,151,79,Expert,Increase endurance,5,Cardio cycling,"Minimal equipment, Cable, Outdoor park",Lower body,57
user_709,37,Male,173,60,Intermediate,Improve cardio,3,Cardio rowing,"Kettlebells, Barbell, Cable",Legs,75
user_710,28,Male,187,52,Intermediate,Sports performance,5,Swimming,Machine,Core,39
user_711,54,Male,182,57,Beginner,Increase endurance,3,Cardio running,Kettlebells,Chest,55
user_712,48,Male,194,92,Beginner,Tone body,1,No preference,"Minimal equipment, Outdoor park",Full body,44
user_713,57,Male,176,55,Intermediate,Improve mobility,3,Olympic weightlifting,Home gym,No specific focus,29
user_714,30,Other,167,92,Intermediate,Body recomposition,4,Martial arts,"Home gym, Outdoor park, Barbell",Legs,67
user_715,24,Female,185,56,Expert,Weight loss,1,Functional training,"Dumbbell, Full gym",Triceps,48
user_716,36,Male,192,89,Expert,General health,1,Cardio rowing,"Dumbbell, Body Only, Machine",Hamstrings,63
user_717,56,Male,155,69,Expert,Weight loss,4,Olympic weightlifting,Kettlebells,Shoulders,30
user_718,42,Other,177,97,Intermediate,Sports performance,3,Strength training,"None, Outdoor park",No specific focus,32
user_719,29,Male,182,64,Intermediate,Lose fat,5,Martial arts,Bodyweight,Glutes,85
user_720,45,Male,188,66,Expert,Improve cardio,4,Swimming,"Bands, Machine",Abs,37
user_721,55,Male,198,96,Intermediate,Improve cardio,1,Functional training,"Minimal equipment, Outdoor park",Hamstrings,79
user_722,24,Other,193,67,Expert,Injury recovery,3,Cardio cycling,"Dumbbell, Cable",Forearms,50
user_723,44,Female,196,70,Expert,Gain mass,1,HIIT High Intensity Interval Training,"Machine, None",No specific focus,85
user_724,21,Other,154,74,Intermediate,Increase endurance,4,Swimming,Barbell,Biceps,54
user_725,36,Female,173,82,Beginner,Improve flexibility,1,Bodyweight training,"Full gym, Body Only, Minimal equipment",Triceps,43
user_726,56,Male,186,64,Beginner,Increase endurance,5,No preference,"Outdoor park, Cable",Glutes,69
user_727,23,Male,165,86,Beginner,General health,2,HIIT High Intensity Interval Training,"Bodyweight, Home gym, Bands",Chest,49
user_728,26,Female,163,97,Expert,Gain mass,3,Calisthenics,"Body Only, Minimal equipment",Back,51
user_729,43,Female,161,94,Expert,Improve cardio,4,Cardio running,"Home gym, Dumbbell",Legs,28
user_730,49,Female,187,85,Expert,Wellness,4,Dance,Home gym,Lower body,29
user_731,29,Other,167,75,Beginner,Body recomposition,5,Circuit training,"None, Kettlebells",Legs,43
user_732,26,Other,168,62,Expert,Rehabilitation,5,Powerlifting,"Cable, Bodyweight",Upper body,41
user_733,25,Other,190,92,Beginner,Improve strength,4,Circuit training,"Barbell, Cable",Hamstrings,25
user_734,50,Other,153,96,Beginner,Improve strength,1,Functional training,Body Only,Legs,47
user_735,36,Other,171,90,Beginner,Sports performance,5,Zumba,"Bodyweight, Dumbbell",Shoulders,82
user_736,28,Male,177,99,Expert,Injury recovery,2,Bodyweight training,Home gym,Triceps,67
user_737,35,Male,184,82,Beginner,Improve mobility,1,Powerlifting,"Full gym, Machine, Bodyweight",Chest,42
user_738,29,Male,199,81,Beginner,Tone body,4,Cardio rowing,"Outdoor park, Kettlebells, Machine",Triceps,84
user_739,19,Other,186,87,Beginner,Rehabilitation,1,Yoga,Full gym,Calves,87
user_740,21,Female,194,69,Intermediate,Prepare for event,3,Circuit training,Machine,Calves,58
user_741,58,Male,152,65,Beginner,Improve mobility,3,Strength training,Full gym,Forearms,64
user_742,24,Female,195,66,Expert,Increase endurance,2,CrossFit,"Kettlebells, Body Only, Cable",Full body,63
user_743,50,Other,168,99,Beginner,Injury recovery,4,Yoga,"None, Cable, Kettlebells",No specific focus,45
user_744,24,Male,162,83,Intermediate,Rehabilitation,1,Martial arts,Bodyweight,Forearms,64
user_745,32,Female,172,74,Beginner,Weight loss,5,Zumba,Body Only,Hamstrings,37
user_746,33,Other,152,68,Intermediate,Wellness,3,Pilates,"Bodyweight, Bands",Calves,86
user_747,46,Other,153,86,Beginner,Increase endurance,2,Cardio running,"Dumbbell, Bodyweight, Machine",Arms,73
user_748,28,Male,191,86,Intermediate,Improve strength,5,Powerlifting,"Machine, None",Calves,34
user_749,56,Male,185,84,Expert,Sports performance,3,Zumba,"Outdoor park, Home gym",Calves,25
user_750,34,Other,175,92,Beginner,Build muscle,5,Olympic weightlifting,Barbell,Quads,86
user_751,19,Female,157,94,Expert,Improve mobility,5,Olympic weightlifting,"Minimal equipment, Full gym",Biceps,22
user_752,18,Male,152,92,Beginner,General health,3,Powerlifting,Machine,Core,71
